DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,North Macedonia,2020,15.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,North Macedonia,2021,14.2,b,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,North Macedonia,2022,13.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,North Macedonia,2023,12.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,North Macedonia,2024,11.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2015,4.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2016,3.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2017,3.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2018,3.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2019,3.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2020,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2021,3.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2022,3.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2023,3.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Malta,2024,2.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2015,6.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2016,5.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2017,4.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2018,3.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2019,3.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2020,3.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2021,3.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2022,2.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2023,2.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Netherlands,2024,2.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2015,4.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2016,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2017,3.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2018,3.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2019,3.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2020,3.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2021,3.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2022,2.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2023,2.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Norway,2024,3.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2015,6.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2016,5.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2017,4.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2018,3.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2019,2.9,b,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2020,2.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2021,2.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2022,2.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2023,2.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Poland,2024,2.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2015,11.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2016,10.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2017,7.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2018,6.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2019,5.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2020,6.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2021,5.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2022,5.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2023,5.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Portugal,2024,5.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2015,7.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2016,6.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2017,5.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2018,4.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2019,3.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2020,5.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2021,4.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2022,4.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2023,4.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Romania,2024,4.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2015,18.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2016,16.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2017,14.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2018,13.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2019,11.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2020,9.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2021,11.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2022,9.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2023,8.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Serbia,2024,8.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2015,6.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2016,5.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2017,5.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2018,5.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2019,5.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2020,7.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2021,7.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2022,5.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2023,5.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Sweden,2024,6.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2015,8.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2016,7.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2017,6.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2018,4.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2019,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2020,4.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2021,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2022,3.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2023,3.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovenia,2024,3.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2015,10.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2016,8.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2017,7.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2018,6.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2019,5.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2020,6.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2021,6.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2022,5.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2023,5.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Slovakia,2024,5.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2015,9.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2016,9.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2017,9.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2018,9.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2019,12.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2020,11.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2021,10.7,b,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2022,9.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2023,8.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of population in the labour force,Total,Türkiye,2024,7.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2015,4.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2016,5.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2017,4.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2018,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2019,4.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2020,4.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2021,5.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2022,3.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2023,4.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Austria,2024,4.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bosnia and Herzegovina,2021,11.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bosnia and Herzegovina,2022,10.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bosnia and Herzegovina,2023,9.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bosnia and Herzegovina,2024,9.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2015,6.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2016,6.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2017,5.4,b,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2018,4.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2019,4.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2020,4.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2021,4.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2022,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2023,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Belgium,2024,4.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2015,7.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2016,6.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2017,5.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2018,5.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2019,4.4,b,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2020,5.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2021,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2022,3.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2023,3.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Bulgaria,2024,3.6,b,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2015,3.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2016,4.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2017,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2018,4.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2019,3.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2020,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2021,4.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2022,3.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2023,3.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Switzerland,2024,3.7,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2015,11.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2016,10.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2017,9.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2018,6.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2019,5.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2020,6.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2021,6.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2022,5.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2023,4.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Cyprus,2024,4.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2015,4.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2016,3.2,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2017,2.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2018,1.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2019,1.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2020,2.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2021,2.3,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2022,1.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2023,2.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Czechia,2024,2.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2015,3.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2016,3.1,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2017,2.8,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2018,2.5,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2019,2.4,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2020,2.9,b,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2021,2.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2022,2.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2023,2.6,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Germany,2024,3.0,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Denmark,2015,4.9,,
ESTAT:UNE_RT_A(1.0),21/01/26 23:00:00,Annual,From 25 to 54 years,Percentage of total population,Total,Denmark,2016,4.6,b,
